Newly Added,ID,Industry,Code,Alphabet,Numeric,Type ,Segment Name,Display Name,Real Value,Group,Type,Value,New Attribute Name,Rename,Meaning
,330,Health care,K,K,,Place Categories,Urologists Visitors,Urologists ,,Health,Medical Care,Low,,,
,208,Hotels,F5.7,F,5.7,Place Categories,Upscale Hotel Visitors,Upscale Hotel ,,Travel,Accommodation,High,,,
,331,Nursing,K1,K,1,Brand Visited,UPA Visitors,UPA ,,Social,Personal Wellness,Low,,,
,6,Business,A5,A,5,Brand Visited,Universal Store Visitors,Universal Store , ,Business,Professional,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Universal Store Visitors,Universal Store ,,Shopping & Fashion,Shoppers,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Universal Visitors,Universal ,,Travel,Leisure,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Uniting AgeWell Visitors,Uniting AgeWell ,,Social,Personal Wellness,Low,,,
,6,Business,A5,A,5,Brand Visited,Uniting Visitors,Uniting , ,Business,Professional,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,United Petroleum Carwash Visitors,United Petroleum Carwash ,,Transportation,rental service,Low,,,
,6,Business,A5,A,5,Brand Visited,United Petroleum Visitors,United Petroleum , ,Business,Professional,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,United Cellars Visitors,United Cellars , ,Beverage,Alcoholic,Low,,,
,330,Health care,K,K,,Interests,Veterinary Medicine,Veterinary Medicine,,Health,Medical Care,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Uniqlo Visitors,Uniqlo ,,Shopping & Fashion,Shoppers,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Union Street Wine Bar Visitors,Union Street Wine Bar , ,Beverage,Alcoholic,Low,,,
,15,Personal finance,A13,A,13,Brand Visited,Unimoni Visitors,Unimoni ,,Finance,Professional,Low,,,
,236,Clothing,G2,G,2,Brand Visited,Under Armour Visitors,Under Armour ,,Shopping & Fashion,Apparel,Low,,,
,232,Fragrances,G1.3,G,1.3,Brand Visited,Versace,Versace,,Shopping & Fashion,cosmetics,High,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Versace,Versace,,Shopping & Fashion,Footware,High,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Versace,Versace,,Shopping & Fashion,Apparel,High,,,
,201,Travel,F5,F,5,Brand Visited,Uluru Visitors Guide,Uluru  Guide,,Travel,Leisure,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,UltraTune Visitors,UltraTune ,,Transportation,rental service,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Ulmarra Hotel Visitors,Ulmarra Hotel , ,Travel,Accommodation,Low,,,
,276,Technology,I,I,,Brand Visited,UHF CB Repeater Visitors,UHF CB Repeater , ,Technology,Electronic Devices,Low,,,
,112,Physical fitness,D4,D,4,Brand Visited,UFC Gym Visitors,UFC Gym , ,Fitness And Wellness,Fitness Care,Low,,,
,241,Fashion design,G2.5,G,2.5,Brand Visited,Versace,Versace,,Shopping & Fashion,Apparel,High,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,TyreRight Visitors,TyreRight ,,Transportation,rental service,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Tyrepower Visitors,Tyrepower ,,Transportation,rental service,Low,,,
,243,Dresses,G3.1,G,3.1,Brand Visited,Versace,Versace,,Shopping & Fashion,Apparel,High,,,
N,317,Vehicles,J3.1,J,3.1,Brands Visited,TyrePlus Visitors,TyrePlus,,Transportation,Service Center,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Tyre Plus Visitors,Tyre Plus ,,Transportation,rental service,Low,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,Versace,Versace,,Shopping & Fashion,Apparel,High,,,
,217,Books,F6.1,F,6.1,Brand Visited,Typo Visitors,Typo ,,Stationary,Shoppers,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Versace,Versace,,Shopping & Fashion,Jewelry,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Twin Towers Inn Visitors,Twin Towers Inn , ,Travel,Accommodation,Low,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,Versace,Versace,,Shopping & Fashion,Eye Care,High,,,
,150,Desserts,E5.3,E,5.3,Brand Visited,Tutti Frutti Visitors,Tutti Frutti ,,Food,Dessert,Low,,,
,332,Education,L,L,,Place Categories,Tutoring And Educational Services Visitors,Tutoring And Educational Services ,,Education,Consultancy,Low,,,
,205,Car rentals,F5.4,F,5.4,Brand Visited,Truck Rental Visitors,Truck Rental ,,Automotive,Rental Service,Low,,,
,327,Trucks,J3.1.10,J,3.1.10,Place Categories,Truck Dealer Visitors,Truck Dealer ,,Automotive,Vehicles,Low,,,
,247,Watches,G3.5,G,3.5,Brand Visited,Versace,Versace,,Shopping & Fashion,Apparel,High,,,
,122,Coffee,E2.1,E,2.1,Brand Visited,Trios Wraps Visitors,Trios Wraps ,,Beverage,Non Alcoholic,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Tricare Visitors,Tricare ,,Health,Medical Care,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Trenery Visitors,Trenery ,,Shopping & Fashion,Shoppers,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Versace,Versace,,Shopping & Fashion,Eye Care,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Travelodge Hotels Visitors,Travelodge Hotels , ,Travel,Accommodation,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Travelodge Hotel Visitors,Travelodge Hotel , ,Travel,Accommodation,High,,,
,163,Vegetarianism,E8.2,E,8.2,Interests,Vegetarian Diets,Vegetarian Diets,,Food,Personal Wellness,Low,,,
N,162,Veganism,E8.1,E,8.1,Interests,Vegan Diets,Vegan Diets,,Food,Personal Wellness,Low,,,
,15,Personal finance,A13,A,13,Brand Visited,Travelex Visitors,Travelex ,,Finance,Professional,Low,,,
,238,Men's clothing,G2.2,G,2.2,Brand Visited,Vans,Vans,,Shopping & Fashion,Apparel,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Vans,Vans,,Shopping & Fashion,Footware,Low,,,
,203,Air travel,F5.2,F,5.2,Place Categories,Travel Agency Visitors,Travel Agency ,,Travel,Consultancy,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Vans,Vans,,Shopping & Fashion,Apparel,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Vans,Vans,,Shopping & Fashion,Apparel,Low,,,
,276,Technology,I,I,,App Category,Utilities,Utilities,,Technology,Products,Low,,,
,203,Air travel,F5.2,F,5.2,Brand Visited,United,United,,Travel,Transport,Low,,,
,6,Business,A5,A,5,Brand Visited,Tradelink Visitors,Tradelink , ,Business,Professional,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Trade Warehouse Visitors,Trade Warehouse ,,Shopping & Fashion,Shoppers,Low,,,
,249,Toys,G5,G,5,Brand Visited,Toyworld Visitors,Toyworld ,,Shopping & Fashion,Shoppers,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Toyworld Visitors,Toyworld ,,Shopping & Fashion,Shoppers,Low,,,
,238,Men's clothing,G2.2,G,2.2,Brand Visited,Under Armour,Under Armour,,Shopping & Fashion,Apparel,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Toyota Visitors,Toyota ,,Automotive,Vehicles,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Under Armour,Under Armour,,Shopping & Fashion,Footware,Low,,,
,249,Toys,G5,G,5,Brand Visited,Toymate Visitors,Toymate ,,Shopping & Fashion,Shoppers,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Toymate Visitors,Toymate ,,Shopping & Fashion,Shoppers,Low,,,
,249,Toys,G5,G,5,Brand Visited,Toy Kingdom Visitors,Toy Kingdom ,,Shopping & Fashion,Shoppers,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Toy Kingdom Visitors,Toy Kingdom ,,Shopping & Fashion,Shoppers,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Townsend Lodge Visitors,Townsend Lodge , ,Travel,Accommodation,Low,,,
N,208,Hotels,F5.7,F,5.7,Brands Visited,Tower Lodge Visitors,Tower Lodge,,Travel,Accommodation,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Under Armour,Under Armour,,Shopping & Fashion,Apparel,Low,,,
,213,Tourism,F5.12,F,5.12,Place Categories,Tourist Area Visitors,Tourist Area ,,Travel,Leisure,Low,,,
,261,Association football (Soccer),H2.2,H,2.2,Brand Visited,UEFA,UEFA,,Hobbies And Activities,Sports,Low,,,
,153,Pizza,E5.6,E,5.6,Brand Visited,Toto's Pizza House Visitors,Toto's Pizza House ,,Restaurants,Fast Food,Low,,,
,344,Hardware,M6,M,6,Brand Visited,Total Tools Visitors,Total Tools ,,Home And Garden,Hardware,Low,,,
,6,Business,A5,A,5,Brand Visited,Total Eden Visitors,Total Eden , ,Business,Professional,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Topshop Visitors,Topshop ,,Shopping & Fashion,Apparel,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Topshop Visitors,Topshop ,,Shopping & Fashion,Shoppers,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Tyrepower,Tyrepower,,Automotive,Vehicle Equipment,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Top Of The Town Hotel/Motel Visitors,Top Of The Town Hotel/Motel , ,Travel,Accommodation,Low,,,
,124,Juice,E2.3,E,2.3,Brand Visited,Top Juice Visitors,Top Juice ,,Beverage,Non Alcoholic,Low,,,
,249,Toys,G5,G,5,Brand Visited,Toot Toot Toys Visitors,Toot Toot Toys ,,Shopping & Fashion,Shoppers,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Toot Toot Toys Visitors,Toot Toot Toys ,,Shopping & Fashion,Shoppers,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Tyre Plus,Tyre Plus,,Automotive,Service Center,Low,,,
,344,Hardware,M6,M,6,Brand Visited,Toolmart Visitors,Toolmart ,,Home And Garden,Hardware,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Tony Bianco Shoes Visitors,Tony Bianco Shoes ,,Shopping & Fashion,Footware,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Typo,Typo,,Shopping & Fashion,House & Personal ,Low,,,
,300,Televisions,I2.11,I,2.11,Interests,TV shows,TV shows,& TV shows,Technology,Leisure,Low,,,
,116,Food and drink,E,E,,Brand Visited,Tommy Ruff Fish Bar Visitors,Tommy Ruff Fish Bar ,,Restaurants,Food & Drink,Low,,,
,316,Transportation,J3,J,3,Place Categories,Toll Visitors,Toll ,,Transportation,rental service,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Tolarno Hotel Visitors,Tolarno Hotel , ,Travel,Accommodation,Low,,,
,147,Food,E5,E,5,Brand Visited,Tokyo Japanese Restaurant Visitors,Tokyo Japanese Restaurant ,,Food,Shoppers,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,Toby's Estate Coffee Visitors,Toby's Estate Coffee ,,Beverage,Non Alcoholic,Low,,,
N,160,Tobacco,E7,E,7,Place categories,Tobacco And Vape Shop Visitors,Tobacco And Vape Shop,,Tobacco,Cigars,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,TK MAXX Visitors,TK MAXX ,,Shopping & Fashion,Shoppers,Low,,,
,50,Video games,B1.19,B,1.19,App Category,Trivia Games,Trivia Games,,Hobbies And Activities,Games,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,TJM 4WD Australia Visitors,TJM 4WD Australia ,,Transportation,rental service,Low,,,
,276,Technology,I,I,,Brand Visited,Timezone Visitors,Timezone , ,Technology,Electronic Devices,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Tim Ho Wan Visitors,Tim Ho Wan ,,Restaurants,Food & Drink,Low,,,
,338,Home and garden,M,M,,Brand Visited,Tile Factory Outlet Visitors,Tile Factory Outlet ,,Home And Garden,Homeware,Low,,,
,338,Home and garden,M,M,,Brand Visited,Tile Boutique Visitors,Tile Boutique ,,Home And Garden,Homeware,Low,,,
,213,Tourism,F5.12,F,5.12,Interests,Trees & More,Trees & More,,Travel,Leisure,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Tigerlily Visitors,Tigerlily ,,Shopping & Fashion,Shoppers,Low,,,
,201,Travel,F5,F,5,Brand Visited,Travellers Home - Australia Travel Products Store,Travellers Home - Australia Travel Products Store,,Travel,Leisure,Low,,,
,201,Travel,F5,F,5,Interests,Traveller Bucket List,Traveller Bucket List,,Travel,Leisure,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Travelex,Travelex,,Finance,Banking,Low,,,
,316,Transportation,J3,J,3,App Category,Travel And Local,Travel And Local,,Travel,Leisure,Low,,,
,201,Travel,F5,F,5,Interests,Travel,Travel,,Travel,Leisure,Low,,,
,276,Technology,I,I,,Interests,Transparent Live Wallpaper,Transparent Live Wallpaper, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Transparent clock & weather,Transparent clock & weather, ,Technology,Electronic Devices,Low,,,
,316,Transportation,J3,J,3,geo Behaviour,Train Commuters,Train Commuters,,Business,Transport,Low,,,
,249,Toys,G5,G,5,Geo Behaviour,Toys And Hobbies Shoppers,Toys And Hobbies Shoppers,,Shopping & Fashion,Shoppers,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Tiffany & Co Visitors,Tiffany & Co ,,Shopping & Fashion,Jewelry,High,,,
,26,Real estate,A14,A,14,Brand Visited,Tide Residences Visitors,Tide Residences ,,Business,Property,Low,,,
,30,Entertainment,B,B,,Brand Visited,Ticketek Visitors,Ticketek ,,Entertainment,Leisure,Low,,,
,159,Fast food restaurants,E6.4,E,6.4,Brand Visited,Tiamo Visitors,Tiamo ,,Restaurants,Fast Food,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Toyota,Toyota,,Automotive,Vehicles,Low,,,
,344,Hardware,M6,M,6,Brand Visited,Thrifty Link Hardware Visitors,Thrifty Link Hardware ,,Home And Garden,Hardware,Low,,,
,157,Diners,E6.2,E,6.2,Geo Behaviour,Tourist Diners,Tourist Diners,,Food,Luxury Life,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Thompson Health Care Visitors,Thompson Health Care ,,Health,Medical Care,Low,,,
,30,Entertainment,B,B,,Brand Visited,Thomas Music Visitors,Thomas Music ,,Entertainment,Leisure,Low,,,
,121,Beverages,E2,E,2,Brand Visited,Thirsty Camel Visitors,Thirsty Camel ,,Beverage,Non Alcoholic,Low,,,
,212,Theme parks,F5.11,F,5.11,Place Categories,Theme Parks Visitors,Theme Parks ,,Entertainment,Leisure,Low,,,
,213,Tourism,F5.12,F,5.12,Geo Behaviour,Tour Enthusiasts,Tour Enthusiasts,,Travel,Leisure,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Yarrawonga Hotel Visitors,The Yarrawonga Hotel , ,Travel,Accommodation,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,The Wine Emporium Visitors,The Wine Emporium , ,Beverage,Alcoholic,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,The Wine Collective Visitors,The Wine Collective , ,Beverage,Alcoholic,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,The Wigs Cellar Visitors,The Wigs Cellar , ,Beverage,Alcoholic,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,The Vine Press Visitors,The Vine Press , ,Beverage,Alcoholic,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,The Trybe Store Visitors,The Trybe Store ,,Restaurants,Food & Drink,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,The Trybe Store Visitors,The Trybe Store ,,Shopping & Fashion,Shoppers,Low,,,
N,237,Children's clothing,G2.1,G,2.1,Brands Visited,The Trybe Visitors,The Trybe,,Shopping & Fashion,Baby Products,Low,,,
,201,Travel,F5,F,5,Brand Visited,The Summit Visitors,The Summit ,,Travel,Leisure,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Sovereign Resort Hotel Visitors,The Sovereign Resort Hotel , ,Travel,Accommodation,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,The Shed Cafe Visitors,The Shed Cafe ,,Beverage,Non Alcoholic,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Shamrock Hotel Visitors,The Shamrock Hotel , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Sebel Hotel Visitors,The Sebel Hotel , ,Travel,Accommodation,Low,,,
,331,Nursing,K1,K,1,Brand Visited,The Salvation Army Visitors,The Salvation Army ,,Social,Personal Wellness,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Royal Hotel Visitors,The Royal Hotel , ,Travel,Accommodation,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Rose Hotel Visitors,The Rose Hotel , ,Travel,Accommodation,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,The Rollin Dough Visitors,The Rollin Dough ,,Restaurants,Food & Drink,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,The Reject Shop Visitors,The Reject Shop ,,Shopping & Fashion,Shoppers,Low,,,
,350,Discount stores,N3,N,3,Brand Visited,The Reject Shop Visitors,The Reject shop,,Shopping & Fashion,Shoppers,Low,,,
N,69,Drama Series,B3.7,B,3.7,Brands Visited,The Professionals Visitors,The Professionals,,Entertainment,Drama Series,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Prince of Wales Visitors,The Prince of Wales , ,Travel,Accommodation,Low,,,
,153,Pizza,E5.6,E,5.6,Brand Visited,The Pizza Co. Visitors,The Pizza Co. ,,Restaurants,Fast Food,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,The Oak Barrel Visitors,The Oak Barrel , ,Beverage,Alcoholic,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,The North Face Visitors,The North Face ,,Shopping & Fashion,Apparel,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Topshop,Topshop,,Shopping & Fashion,Baby Products,Low,,,
,276,Technology,I,I,,App Category,Tools,Tools,,Technology,Products,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,The Modern Eatery Visitors,The Modern Eatery ,,Restaurants,Food & Drink,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,The Melbourne Wine Store Visitors,The Melbourne Wine Store , ,Beverage,Alcoholic,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,The Melbourne Wine Store Visitors,The Melbourne Wine Store ,,Beverage,Alcoholic,Low,,,
,121,Beverages,E2,E,2,Brand Visited,The Little Cha Visitors,The Little Cha ,,Beverage,Non Alcoholic,Low,,,
,126,Tea,E2.5,E,2.5,Brand Visited,The Little Cha Visitors,The Little Cha ,,Beverage,Non Alcoholic,Low,,,
,338,Home and garden,M,M,,Brand Visited,The Langham Visitors,The Langham ,,Home And Garden,Homeware,Low,,,
,266,Golf,H2.7,H,2.7,Brand Visited,The House of Golf Visitors,The House of Golf ,,Hobbies And Activities,Sports,Low,,,
,247,Watches,G3.5,G,3.5,Brand Visited,The Hour Glass Visitors,The Hour Glass ,,Shopping & Fashion,Watches,Low,,,
,26,Real estate,A14,A,14,Brand Visited,The Gpt Group Visitors,The Gpt Group ,,Business,Realestate,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The George Hotel Visitors,The George Hotel , ,Travel,Accommodation,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Gateway Hotel Visitors,The Gateway Hotel , ,Travel,Accommodation,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,The Freo Doctor Liquor Store Visitors,The Freo Doctor Liquor Store , ,Beverage,Alcoholic,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,The Freo Doctor Liquor Store Visitors,The Freo Doctor Liquor Store ,,Shopping & Fashion,Shoppers,Low,,,
,229,Beauty,G1,G,1,Brand Visited,The Face Shop Visitors,The Face Shop ,,Beauty,Personal Wellness,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,The Face Shop Visitors,The Face Shop ,,Shopping & Fashion,Apparel,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,The Face Shop Visitors,The Face Shop ,,Shopping & Fashion,Shoppers,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,The Empire Hotel Visitors,The Empire Hotel , ,Travel,Accommodation,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,The Coffee Emporium Visitors,The Coffee Emporium ,,Beverage,Non Alcoholic,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,The Coffee Club Visitors,The Coffee Club ,,Beverage,Non Alcoholic,Low,,,
,233,Hair products,G1.4,G,1.4,Brand Visited,Tony & Guy Hair Salons,Tony & Guy Hair Salons,,Beauty,Hair Care,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Tony & Guy Hair Salons,Tony & Guy Hair Salons,,Beauty,Hair Care,Low,,,
,150,Desserts,E5.3,E,5.3,Place Categories,The Cheesecake Shop Visitors,The Cheesecake Shop ,,Food,Dessert,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,TK MAXX,TK MAXX,,Shopping & Fashion,Apparel,Low,,,
N,308,Social media,I3.6,I,3.6,App Category,Tiktok,Tiktok,,Technology,Communication,High,,,
,150,Desserts,E5.3,E,5.3,Place Categories,The Cake Box Visitors,The Cake Box ,,Food,Dessert,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,The Bra Shop Visitors,The Bra Shop ,,Shopping & Fashion,Apparel,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,The Bra Shop Visitors,The Bra Shop ,,Shopping & Fashion,Shoppers,Low,,,
,116,Food and drink,E,E,,Brand Visited,The Bra Bar Visitors,The Bra Bar ,,Restaurants,Food & Drink,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,The Bottle-O Visitors,The Bottle-O , ,Beverage,Alcoholic,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,The Body Shop Visitors,The Body Shop ,,Shopping & Fashion,Apparel,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,The Body Shop Visitors,The Body Shop ,,Shopping & Fashion,Shoppers,Low,,,
,232,Fragrances,G1.3,G,1.3,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,cosmetics,High,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Apparel,High,,,
N,236,Clothing,G2,G,2,Brands Visited,The Athlete's Foot Visitors,The Athlete's Foot ,,Athletic footware,Appreal,Low,,,
,241,Fashion design,G2.5,G,2.5,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Apparel,High,,,
,120,Wine,E1.3,E,1.3,Brand Visited,The Alps Wine Visitors,The Alps Wine , ,Beverage,Alcoholic,Low,,,
,143,Thai cuisine,E4.13,E,4.13,Place Categories,Thai Cuisine Visitors,Thai Cuisine ,,Food,Thai Cuisine,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,TGI Friday's Visitors,TGI Friday's ,,Restaurants,Food & Drink,Low,,,
,243,Dresses,G3.1,G,3.1,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Apparel,High,,,
,236,Clothing,G2,G,2,place Categories,Textiles Visitors,Textiles ,,Shopping & Fashion,Apparel,Low,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Apparel,High,,,
,320,Electric vehicle,J3.1.3,J,3.1.3,Place Categories,Tesla Destination Charging Visitors,Tesla Destination Charging ,,Automotive,Vehicles,Low,,,
,320,Electric vehicle,J3.1.3,J,3.1.3,Brand Visited,Tesla Visitors,Tesla ,,Automotive,Vehicles,Low,,,
,347,Shopping,N,N,,Brand Visited,Terry White Chemmart Visitors,Terry White Chemmart ,,Shopping & Fashion,shoppers,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Terminus Hotel Visitors,Terminus Hotel , ,Travel,Accommodation,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Jewelry,High,,,
,271,Tennis,H2.12,H,2.12,Place Categories,Tennis Court Visitors,Tennis Court ,,Hobbies And Activities,Sports,Low,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Apparel,High,,,
,247,Watches,G3.5,G,3.5,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Apparel,High,,,
,352,Luxury goods,N4,N,4,Brand Visited,Tiffany and Co,Tiffany and Co,,Shopping & Fashion,Apparel,High,,,
,330,Health care,K,K,,Interests,Thyroid Disorders,Thyroid Disorders,,Health,Medical Care,Low,,,
,128,Baking,E3.1,E,3.1,Brand Visited,Telstar Bakery Visitors,Telstar Bakery ,,Food,Bakery,Low,,,
,205,Car rentals,F5.4,F,5.4,Brand Visited,Thrifty Car Rental,Thrifty Car Rental,,Automotive,Rental Service,Low,,,
,276,Technology,I,I,,Place Categories,Telecommunication Services Visitors,Telecommunication Services , ,Technology,Communication,Low,,,
,301,Network Connection,I4,I,2.12,Place Categories,Telecommunication Services Visitors,Telecommunication Services ,,Technology,Communication,Low,,,
,212,Theme parks,F5.11,F,5.11,Geo Behaviour,Theme Park Enthusiasts,Theme Park Enthusiasts,,Entertainment,Leisure,Low,,,
